Prefecture,City,amount_2008,amount_2009,amount_2010,amount_2011,amount_2012,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_2018,amount_2019,number_2008,number_2009,number_2010,number_2011,number_2012,number_2013,number_2014,number_2015,number_2016,number_2017,number_2018,number_2019
宮崎県,三股町,400,650,3750,10080,130,16221,143963,193126,114970,119235,113195,130589,0,0,37,4,3,872,5672,9366,3768,4147,4611,5706
宮崎県,高原町,300,394,1396,1260,1170,317,63653,303020,328764,310857,178978,194547,5,6,14,5,6,11,4376,28571,30652,21036,11720,6544
宮崎県,国富町,0,0,1023,1353,1805,2473,2565,19145,64125,37277,53995,71711,0,0,15,11,15,37,41,1419,3495,2215,2320,3684
宮崎県,綾町,3139,3415,7837,8625,18085,247328,943968,1380341,997518,604049,356403,315960,170,276,566,742,1477,16109,62991,84949,63118,35457,15055,14328
宮崎県,高鍋町,1200,1315,1625,1560,1346,1725,3270,22164,578541,2569169,2182738,1615025,9,10,33,10,10,13,19,1289,37886,208771,163070,89862
宮崎県,新富町,210,195,575,577,405,305,560,22737,422760,908364,1903869,1280244,5,6,15,15,7,11,25,1108,28864,45781,109239,51413
宮崎県,西米良村,125,210,230,590,320,110,610,475,530,470,840,3015,3,4,4,3,5,5,5,11,12,13,50,205
宮崎県,木城町,245,30,686,60,90,110,102,363992,382512,198657,405718,611618,11,1,21,2,3,4,8,4732,12364,12214,42287,52434
宮崎県,川南町,0,500,11517,1354,1095,1716,169621,575997,1126416,1196302,887267,835374,0,2,161,6,11,19,11299,35370,81491,100119,70805,57538
宮崎県,都農町,346,187,2411,288,876,1395,3880,703388,5008695,7914819,9626977,5208339,11,8,39,17,104,67,202,36862,257268,430018,585450,270465
宮崎県,門川町,610,1120,1070,681,790,1030,1480,5629,12816,10823,20040,51634,25,40,56,49,60,78,59,103,528,580,1202,4015
宮崎県,諸塚村,0,100,30,20,0,1030,580,3640,27857,8312,5490,4091,0,2,1,1,0,2,5,154,1239,369,228,128
宮崎県,椎葉村,480,415,220,460,1016,700,650,23303,18665,43238,57433,52482,6,11,10,10,16,11,30,1020,753,2478,2402,2135
宮崎県,美郷町,0,0,0,0,2120,309,1990,1775,11710,8053,44513,197191,0,0,0,0,3,6,8,63,1487,674,2103,18998
宮崎県,高千穂町,206,182,324,207,1000,228,42139,85753,175808,180578,166403,118596,6,4,5,2,5,1,1829,4925,10266,11336,9955,6377
宮崎県,日之影町,1030,511,617,523,523,502,975,5400,19210,25893,23902,17065,11,14,12,12,12,13,12,23,1020,1385,1071,456
宮崎県,五ヶ瀬町,3760,300,40,20,0,2240,1470,1030,12772,15270,14880,16670,8,6,3,1,0,6,13,14,344,391,375,436
鹿児島県,鹿児島県,62120,66491,70645,60096,53507,52213,46458,45402,32541,20557,55687,44514,761,800,805,828,818,786,801,729,465,245,383,1114
鹿児島県,鹿児島市,10692,12955,10344,11915,11286,27891,23182,30348,306560,453664,723783,527744,248,266,221,262,245,240,264,310,18200,17649,22304,17074
鹿児島県,鹿屋市,3655,3533,3922,5393,5497,15542,26205,826055,1429950,1574434,1562567,2554713,51,55,44,38,30,41,81,39887,69244,80868,77486,134851
鹿児島県,枕崎市,2765,2798,1470,1530,6764,2676,2125,2700,116805,518283,807472,2741801,24,14,20,9,129,36,25,24,2971,11355,17943,70761
鹿児島県,阿久根市,1958,706,472,661,505,671,2328,25225,64744,47850,99464,210906,31,17,16,7,16,25,32,1848,5971,4004,11127,29634
鹿児島県,出水市,5693,4091,4534,4927,9299,6088,6765,19215,18667,40183,37646,85340,225,167,194,168,167,138,277,1038,874,1935,2178,6628
鹿児島県,指宿市,1425,2247,3714,3553,3800,5280,4661,214408,562410,512218,577950,1303766,27,20,22,29,33,35,50,11545,33693,29103,34030,74134
鹿児島県,西之表市,2889,1886,1735,2760,2092,604,1875,15457,71677,68847,61802,156158,147,14,17,25,23,21,45,786,6486,5685,4728,12254
鹿児島県,垂水市,16198,17981,7898,9013,7465,11364,28165,463701,613921,866640,584815,1270442,121,136,173,291,280,409,877,21718,29331,39632,28239,79901
鹿児島県,薩摩川内市,12971,1580,1,1992,60,2542,4254,14671,324268,178625,186520,344393,24,12,17,18,2,24,38,328,17174,9493,9785,18528
鹿児島県,日置市,1956,10770,10270,21618,9698,15042,21024,4678,269799,574160,716249,871794,13,17,20,29,24,41,61,78,21933,53145,66282,75395
鹿児島県,曽於市,1830,2360,2967,1919,2460,1600,242363,590069,1007448,1033414,1690947,1919111,21,24,22,12,14,12,14589,31056,50150,46260,85165,91390
鹿児島県,霧島市,1800,1540,985,2480,1527,2586,14360,153486,235279,522616,599246,589453,19,8,12,13,12,18,396,5530,9896,18981,22140,21387
鹿児島県,いちき串木野市,465,371,710,2668,1097,1118,2262,360514,371681,673897,1698313,1373326,6,5,7,9,10,13,25,18982,23147,39057,122045,90062
鹿児島県,南さつま市,4717,3754,3980,4400,4315,4778,5480,322473,1621881,1447538,2238652,4644199,40,38,27,27,29,42,51,12932,47367,45609,103996,254344
鹿児島県,志布志市,3215,10915,6178,6250,8662,7090,5134,750269,2253398,3040000,3270820,4024376,8,15,26,37,60,53,57,34338,99269,153221,164295,154020
鹿児島県,奄美市,2094,580,2825,3390,6121,7143,5638,12154,90507,430524,287586,252566,31,8,32,19,21,44,68,163,2896,5339,7093,13866
鹿児島県,南九州市,1658,1397,2682,2620,2805,2392,5768,10342,53021,293059,1302852,1641275,30,20,24,16,21,27,62,137,2230,9575,45954,76187
鹿児島県,伊佐市,1124,1253,1310,1601,2725,15110,38941,31540,81719,94984,147273,137030,22,10,19,37,150,1230,3459,2252,4214,5460,7018,5391
鹿児島県,姶良市,1670,3680,2180,1230,934,1300,1417,16090,51240,181644,159493,116364,6,9,5,3,5,10,18,745,2631,12529,12568,6562
鹿児島県,三島村,5411,1130,205,130,75,40,155,1080,4894,5094,3047,7836,63,5,5,2,3,2,4,45,176,122,139,197
鹿児島県,十島村,3369,2197,996,2257,3536,3991,3306,16736,21299,13087,12154,8551,37,28,31,45,45,72,96,1328,1694,1084,698,367
鹿児島県,さつま町,1791,1530,1691,866,1306,4230,3444,12484,39589,67898,93337,108862,24,21,17,30,23,29,67,209,983,885,1221,2440
鹿児島県,長島町,3255,2680,1950,1990,2856,3342,15953,76639,187129,323802,206248,228952,108,98,89,57,185,163,2419,11496,19467,30318,12763,15194
鹿児島県,湧水町,598,826,1341,1197,1055,2384,6226,5111,12411,63619,117128,299491,23,19,25,22,19,19,54,323,880,4892,9281,27303
鹿児島県,大崎町,1580,2015,4619,3122,2915,3989,10926,2719642,1674606,2313052,1693267,2841104,9,19,19,22,21,17,539,63731,55309,47174,63783,194443
鹿児島県,東串良町,2146,2034,848,849,540,1595,1319,41081,269031,368936,716383,433385,21,24,17,18,13,17,18,3432,19547,22155,36227,15878
鹿児島県,錦江町,270,1035,550,290,1540,2385,655,9055,55367,37884,63683,188567,2,3,2,4,3,9,17,545,3594,1776,2581,6333
鹿児島県,南大隅町,830,1630,3710,2978,3386,2729,3654,2999,315049,199933,225134,58973,16,17,29,40,44,43,57,102,3284,6402,7650,2045
鹿児島県,肝付町,1628,1165,1040,1060,1385,1055,1576,288540,562544,579897,624969,549416,32,20,17,21,24,24,46,15055,32824,30989,35723,28334
鹿児島県,中種子町,560,1420,3080,3460,3310,3610,3935,22475,132601,191354,157602,61119,4,5,7,9,8,13,22,1559,1640,3726,6088,4782
鹿児島県,南種子町,50,1235,80,1610,250,170,220,48160,201644,505490,875992,43989,1,5,2,5,3,4,8,4059,4624,8119,16967,2999
鹿児島県,屋久島町,1845,1495,4175,185,1504,2745,8210,163143,115650,183930,196042,319924,12,7,10,6,15,37,37,2806,2808,3735,5306,7074
鹿児島県,大和村,1315,2740,2565,1875,1890,2223,2275,5232,3610,8342,10049,10776,11,12,18,14,24,23,34,53,50,375,481,406
鹿児島県,宇検村,5,200,200,304,650,1861,2413,1804,2059,2929,3352,3580,1,2,2,3,3,62,80,66,57,115,119,101
鹿児島県,瀬戸内町,0,2380,14361,13983,13321,11755,14063,74018,99433,92739,160990,164741,0,7,23,34,28,29,36,3589,3079,2626,4048,4706
鹿児島県,龍郷町,4060,2520,3050,2520,2380,3760,2800,4790,4970,76402,48340,47573,8,8,11,10,10,12,16,22,29,4195,2704,2459
鹿児島県,喜界町,1845,2714,1930,2110,1680,1700,3475,8194,18168,21212,22955,41143,8,10,13,16,7,16,35,210,720,954,1251,2811
鹿児島県,徳之島町,280,3080,5330,4445,2925,1820,3035,6820,131348,350317,487830,652890,5,8,21,15,19,26,51,183,7200,16672,25517,31293
鹿児島県,天城町,6495,1985,710,870,485,657,1270,2580,21777,28253,45056,80647,10,15,8,17,5,8,124,80,778,1046,1994,5324
鹿児島県,伊仙町,0,3532,3043,5049,5437,6984,8025,9723,18391,44510,64103,80771,0,11,11,12,19,23,59,56,322,2769,2719,2051
鹿児島県,和泊町,2996,2805,3069,4050,5775,4403,3081,10826,15201,86819,59154,42129,109,119,106,90,93,68,25,92,409,742,1042,5190
鹿児島県,知名町,3191,3725,2522,3193,3073,3276,3537,4430,8550,11431,15808,37784,68,51,41,51,51,34,31,51,179,202,606,1193
鹿児島県,与論町,2294,2557,1709,1224,5195,3540,762,6593,7915,3114,24884,45655,75,62,67,63,39,49,44,90,217,229,680,755
沖縄県,沖縄県,3664,852,2938,3388,5682,8610,30771,45007,78298,37823,41979,188833,46,16,29,39,102,187,579,863,578,486,752,2475
沖縄県,那覇市,6525,2650,2322,2294,6095,2517,1071,5445,187678,113984,87895,1241298,22,46,38,32,38,39,34,77,2359,1704,2093,57840
沖縄県,宜野湾市,0,517,327,580,240,50,300,2605,6903,22612,47432,41630,0,7,10,4,5,4,12,27,17,430,1021,931
沖縄県,石垣市,3285,3158,4560,7884,8982,5367,11075,77108,92244,78435,92452,232107,28,39,56,89,123,193,249,1189,1648,1499,2986,5109
沖縄県,浦添市,7676,2020,2010,2043,2215,192,833,16517,80814,106238,145570,210690,7,2,2,4,6,7,53,191,4694,6354,9220,11900
沖縄県,名護市,520,2180,27193,11028,5773,12966,20432,257403,43168,42169,7131,43534,10,4,624,234,111,214,495,1220,906,818,130,2059
沖縄県,糸満市,0,1290,1182,1762,1950,2340,5574,44451,53514,36833,55721,130252,0,8,8,15,19,20,102,1670,1807,1418,1929,5984
沖縄県,沖縄市,246,577,453,120,250,1138,733,10946,29132,25482,23480,31250,9,4,4,2,3,9,13,614,2013,1702,1658,1839
沖縄県,豊見城市,265,5,24,1688,1071,2373,5446,10205,5461,56151,153482,551273,4,1,2,5,6,8,80,218,244,806,3275,31025
沖縄県,うるま市,3080,1130,3185,190,160,120,280,1500,19935,27650,40755,77276,11,3,9,2,2,2,6,11,1346,1811,2920,4242
沖縄県,宮古島市,4595,2407,18242,18205,17185,17383,14686,39700,67625,343885,264020,468484,28,21,40,41,43,56,75,88,794,2889,2912,3610
沖縄県,南城市,6519,1502,294,3283,3198,4550,5694,3450,52563,54839,77440,123746,10,10,6,17,13,31,36,36,1783,1850,4998,8629
沖縄県,国頭村,825,305,1100,2305,2135,2070,1610,50839,73950,91595,111174,243658,7,3,6,9,7,7,39,3003,3280,3928,6208,16337
沖縄県,大宜味村,1250,970,420,189,450,390,1764,69407,96509,184055,150706,170797,7,10,7,13,15,7,19,3529,4800,9078,7218,9704
沖縄県,東村,0,335,100,550,0,0,110,16967,80701,127962,120572,143002,0,2,1,3,0,0,2,963,4482,6655,6319,7437
沖縄県,今帰仁村,3765,3142,4370,9762,11590,18760,9510,177253,166208,206135,140197,265316,7,9,10,22,24,23,27,7753,6846,11074,5759,13332
沖縄県,本部町,0,6996,20030,7892,8210,7605,12505,9635,58114,106014,178554,200265,0,19,60,40,33,41,31,69,1967,3743,7084,7066
沖縄県,恩納村,1130,1550,935,1215,1171,2459,2799,4034,2273,176854,171852,627518,3,8,6,17,20,27,47,50,51,2230,2400,3875
沖縄県,宜野座村,0,0,1220,270,2300,2410,3335,6130,13967,17613,13575,123288,0,0,5,3,4,6,10,12,473,591,429,2196
沖縄県,金武町,10,750,1005,750,800,1454,890,1270,57914,52452,48166,77333,1,3,6,3,4,7,6,10,2730,2542,2814,4280
沖縄県,伊江村,1700,1350,480,650,470,450,2148,4393,7946,18175,18723,33034,5,5,4,3,5,3,16,39,260,922,725,1154
沖縄県,読谷村,200,1202,680,960,985,1513,1205,4944,38826,47396,94113,178397,3,21,7,17,16,17,26,48,1397,1795,2387,4077
沖縄県,嘉手納町,760,0,1000,40,30,60,51,9307,9803,95979,102750,210016,9,0,1,2,2,4,2,12,399,8272,6994,16202
沖縄県,北谷町,1550,120,3010,100,3110,352,887,1075,1497,4688,7585,28535,10,4,2,1,4,11,14,21,14,177,194,464
沖縄県,北中城村,600,1050,680,1203,965,610,6440,620,34854,24874,15238,54747,4,8,8,30,24,21,11,7,1193,1273,756,3587
沖縄県,中城村,2405,60,50,3100,3490,2100,2853,2100,16273,34362,48095,93420,44,2,1,3,6,2,11,41,812,1729,2934,6795
沖縄県,西原町,400,3490,4010,4061,4821,4510,6615,1150,1705,1604,3356,5879,4,17,15,24,33,22,26,17,27,29,111,167
沖縄県,与那原町,65,186,350,618,1905,884,965,4396,10858,16928,6415,13192,8,14,17,16,16,12,11,213,495,559,161,417
沖縄県,南風原町,100,0,100,330,345,290,370,940,650,14844,54992,208062,1,0,1,4,5,6,7,14,9,813,2731,15600
沖縄県,渡嘉敷村,210,584,480,270,500,526,610,1650,4860,1998,3750,5399,6,8,9,4,6,12,13,15,25,24,26,59
沖縄県,座間味村,1432,2595,2395,2345,12991,4323,3911,6181,8143,5896,8480,5750,43,91,78,63,86,166,347,495,527,435,309,250
沖縄県,粟国村,12,300,20,1000,3000,200,1250,3190,3590,80,23,10260,1,1,1,1,3,1,4,3,5,2,2,9
沖縄県,渡名喜村,1000,0,0,110,0,0,335,390,1630,260,1870,1303,1,0,0,2,0,0,5,9,10,6,6,6
